head,relation,tail
irinotecan hydrochloride,targets,stage iv esthesioneuroblastoma of the paranasal sinus and nasal cavity
irinotecan hydrochloride,targets,recurrent esthesioneuroblastoma of the paranasal sinus and nasal cavity
irinotecan hydrochloride,targets,stage iv ovarian epithelial cancer
irinotecan hydrochloride,targets,recurrent breast cancer
irinotecan hydrochloride,targets,progesterone receptor-negative breast cancer
irinotecan hydrochloride,targets,recurrent endometrial carcinoma
irinotecan hydrochloride,targets,triple-negative breast cancer
irinotecan hydrochloride,targets,recurrent squamous cell carcinoma of the hypopharynx
irinotecan hydrochloride,targets,recurrent inverted papilloma of the paranasal sinus and nasal cavity
irinotecan hydrochloride,targets,recurrent lymphoepithelioma of the oropharynx
irinotecan hydrochloride,targets,stage iv breast cancer
irinotecan hydrochloride,targets,recurrent adult primary liver cancer
irinotecan hydrochloride,targets,recurrent metastatic squamous neck cancer with occult primary
irinotecan hydrochloride,targets,ovarian sarcoma
irinotecan hydrochloride,targets,ovarian stromal cancer
irinotecan hydrochloride,targets,stage iv anal cancer
irinotecan hydrochloride,targets,stage iv lymphoepithelioma of the nasopharynx
irinotecan hydrochloride,targets,stage iv endometrial carcinoma
irinotecan hydrochloride,targets,stage iv squamous cell carcinoma of the oropharynx
irinotecan hydrochloride,targets,extensive stage small cell lung cancer
irinotecan hydrochloride,targets,recurrent esophageal cancer
irinotecan hydrochloride,targets,recurrent small cell lung cancer
irinotecan hydrochloride,targets,recurrent adenoid cystic carcinoma of the oral cavity
irinotecan hydrochloride,targets,stage iv squamous cell carcinoma of the nasopharynx
irinotecan hydrochloride,targets,stage iv squamous cell carcinoma of the hypopharynx
irinotecan hydrochloride,targets,untreated metastatic squamous neck cancer with occult primary
irinotecan hydrochloride,targets,stage iv pancreatic cancer
irinotecan hydrochloride,targets,recurrent gallbladder cancer
irinotecan hydrochloride,targets,stage iv squamous cell carcinoma of the paranasal sinus and nasal cavity
irinotecan hydrochloride,targets,stage ivb cervical cancer
irinotecan hydrochloride,targets,recurrent midline lethal granuloma of the paranasal sinus and nasal cavity
irinotecan hydrochloride,targets,stage iv salivary gland cancer
irinotecan hydrochloride,targets,unresectable gallbladder cancer
irinotecan hydrochloride,targets,small intestine leiomyosarcoma
irinotecan hydrochloride,targets,recurrent squamous cell carcinoma of the lip and oral cavity
irinotecan hydrochloride,targets,stage iv basal cell carcinoma of the lip
irinotecan hydrochloride,targets,recurrent gastrointestinal carcinoid tumor
irinotecan hydrochloride,targets,recurrent ovarian epithelial cancer
irinotecan hydrochloride,targets,advanced adult primary liver cancer
irinotecan hydrochloride,targets,recurrent borderline ovarian surface epithelial-stromal tumor
irinotecan hydrochloride,targets,TNBC
NCT00031681,tests,diagnostic laboratory biomarker analysis
diagnostic laboratory biomarker analysis,has_type,DRUG
diagnostic laboratory biomarker analysis,classified_as,OTHER
diagnostic laboratory biomarker analysis,targets,"unspecified adult solid tumor, protocol specific"
diagnostic laboratory biomarker analysis,targets,recurrent non-small cell lung cancer
diagnostic laboratory biomarker analysis,targets,recurrent mucoepidermoid carcinoma of the oral cavity
diagnostic laboratory biomarker analysis,targets,recurrent cervical cancer
diagnostic laboratory biomarker analysis,targets,her2-negative breast cancer
diagnostic laboratory biomarker analysis,targets,recurrent extrahepatic bile duct cancer
diagnostic laboratory biomarker analysis,targets,recurrent rectal cancer
diagnostic laboratory biomarker analysis,targets,recurrent pancreatic cancer
diagnostic laboratory biomarker analysis,targets,stage iv gastric cancer
diagnostic laboratory biomarker analysis,targets,recurrent ovarian germ cell tumor
diagnostic laboratory biomarker analysis,targets,recurrent squamous cell carcinoma of the oropharynx
diagnostic laboratory biomarker analysis,targets,recurrent squamous cell carcinoma of the paranasal sinus and nasal cavity
diagnostic laboratory biomarker analysis,targets,recurrent squamous cell carcinoma of the nasopharynx
diagnostic laboratory biomarker analysis,targets,unresectable extrahepatic bile duct cancer
diagnostic laboratory biomarker analysis,targets,stage iv adenoid cystic carcinoma of the oral cavity
diagnostic laboratory biomarker analysis,targets,stage iv squamous cell carcinoma of the larynx
diagnostic laboratory biomarker analysis,targets,stage iv ovarian germ cell tumor
diagnostic laboratory biomarker analysis,targets,recurrent lymphoepithelioma of the nasopharynx
diagnostic laboratory biomarker analysis,targets,stage iv esophageal cancer
diagnostic laboratory biomarker analysis,targets,estrogen receptor-negative breast cancer
diagnostic laboratory biomarker analysis,targets,recurrent anal cancer
diagnostic laboratory biomarker analysis,targets,stage iva cervical cancer
diagnostic laboratory biomarker analysis,targets,recurrent squamous cell carcinoma of the larynx
diagnostic laboratory biomarker analysis,targets,recurrent small intestine cancer
diagnostic laboratory biomarker analysis,targets,stage iv non-small cell lung cancer
diagnostic laboratory biomarker analysis,targets,recurrent colon cancer
diagnostic laboratory biomarker analysis,targets,small intestine lymphoma
diagnostic laboratory biomarker analysis,targets,stage iv inverted papilloma of the paranasal sinus and nasal cavity
diagnostic laboratory biomarker analysis,targets,stage iv verrucous carcinoma of the larynx
diagnostic laboratory biomarker analysis,targets,stage iv midline lethal granuloma of the paranasal sinus and nasal cavity
diagnostic laboratory biomarker analysis,targets,gastrointestinal stromal tumor
diagnostic laboratory biomarker analysis,targets,recurrent basal cell carcinoma of the lip
diagnostic laboratory biomarker analysis,targets,small intestine adenocarcinoma
diagnostic laboratory biomarker analysis,targets,stage iv squamous cell carcinoma of the lip and oral cavity
diagnostic laboratory biomarker analysis,targets,stage iv lymphoepithelioma of the oropharynx
diagnostic laboratory biomarker analysis,targets,stage iv rectal cancer
diagnostic laboratory biomarker analysis,targets,stage iv prostate cancer
diagnostic laboratory biomarker analysis,targets,stage iv verrucous carcinoma of the oral cavity
diagnostic laboratory biomarker analysis,targets,recurrent verrucous carcinoma of the larynx
diagnostic laboratory biomarker analysis,targets,carcinoma of the appendix
diagnostic laboratory biomarker analysis,targets,stage iv borderline ovarian surface epithelial-stromal tumor
diagnostic laboratory biomarker analysis,targets,stage iv mucoepidermoid carcinoma of the oral cavity
diagnostic laboratory biomarker analysis,targets,stage iv colon cancer
diagnostic laboratory biomarker analysis,targets,recurrent verrucous carcinoma of the oral cavity
diagnostic laboratory biomarker analysis,targets,metastatic gastrointestinal carcinoid tumor
diagnostic laboratory biomarker analysis,targets,recurrent gastric cancer
diagnostic laboratory biomarker analysis,targets,recurrent prostate cancer
diagnostic laboratory biomarker analysis,targets,recurrent salivary gland cancer
diagnostic laboratory biomarker analysis,targets,stage iv esthesioneuroblastoma of the paranasal sinus and nasal cavity
diagnostic laboratory biomarker analysis,targets,recurrent esthesioneuroblastoma of the paranasal sinus and nasal cavity
diagnostic laboratory biomarker analysis,targets,stage iv ovarian epithelial cancer
diagnostic laboratory biomarker analysis,targets,recurrent breast cancer
diagnostic laboratory biomarker analysis,targets,progesterone receptor-negative breast cancer
diagnostic laboratory biomarker analysis,targets,recurrent endometrial carcinoma
diagnostic laboratory biomarker analysis,targets,triple-negative breast cancer
diagnostic laboratory biomarker analysis,targets,recurrent squamous cell carcinoma of the hypopharynx
diagnostic laboratory biomarker analysis,targets,recurrent inverted papilloma of the paranasal sinus and nasal cavity
diagnostic laboratory biomarker analysis,targets,recurrent lymphoepithelioma of the oropharynx
diagnostic laboratory biomarker analysis,targets,stage iv breast cancer
diagnostic laboratory biomarker analysis,targets,recurrent adult primary liver cancer
diagnostic laboratory biomarker analysis,targets,recurrent metastatic squamous neck cancer with occult primary
diagnostic laboratory biomarker analysis,targets,ovarian sarcoma
diagnostic laboratory biomarker analysis,targets,ovarian stromal cancer
diagnostic laboratory biomarker analysis,targets,stage iv anal cancer
diagnostic laboratory biomarker analysis,targets,stage iv lymphoepithelioma of the nasopharynx
diagnostic laboratory biomarker analysis,targets,stage iv endometrial carcinoma
diagnostic laboratory biomarker analysis,targets,stage iv squamous cell carcinoma of the oropharynx
diagnostic laboratory biomarker analysis,targets,extensive stage small cell lung cancer
diagnostic laboratory biomarker analysis,targets,recurrent esophageal cancer
diagnostic laboratory biomarker analysis,targets,recurrent small cell lung cancer
diagnostic laboratory biomarker analysis,targets,recurrent adenoid cystic carcinoma of the oral cavity
diagnostic laboratory biomarker analysis,targets,stage iv squamous cell carcinoma of the nasopharynx
diagnostic laboratory biomarker analysis,targets,stage iv squamous cell carcinoma of the hypopharynx
diagnostic laboratory biomarker analysis,targets,untreated metastatic squamous neck cancer with occult primary
diagnostic laboratory biomarker analysis,targets,stage iv pancreatic cancer
diagnostic laboratory biomarker analysis,targets,recurrent gallbladder cancer
diagnostic laboratory biomarker analysis,targets,stage iv squamous cell carcinoma of the paranasal sinus and nasal cavity
diagnostic laboratory biomarker analysis,targets,stage ivb cervical cancer
diagnostic laboratory biomarker analysis,targets,recurrent midline lethal granuloma of the paranasal sinus and nasal cavity
diagnostic laboratory biomarker analysis,targets,stage iv salivary gland cancer
diagnostic laboratory biomarker analysis,targets,unresectable gallbladder cancer
diagnostic laboratory biomarker analysis,targets,small intestine leiomyosarcoma
diagnostic laboratory biomarker analysis,targets,recurrent squamous cell carcinoma of the lip and oral cavity
diagnostic laboratory biomarker analysis,targets,stage iv basal cell carcinoma of the lip
diagnostic laboratory biomarker analysis,targets,recurrent gastrointestinal carcinoid tumor
diagnostic laboratory biomarker analysis,targets,recurrent ovarian epithelial cancer
diagnostic laboratory biomarker analysis,targets,advanced adult primary liver cancer
diagnostic laboratory biomarker analysis,targets,recurrent borderline ovarian surface epithelial-stromal tumor
diagnostic laboratory biomarker analysis,targets,TNBC
NCT06385990,sponsored_by,Hunan Cancer Hospital
NCT06385990,has_status,RECRUITING
NCT06385990,tests,UTD1
UTD1,has_type,DRUG
UTD1,classified_as,OTHER
UTD1,targets,triple negative breast neoplasms
UTD1,targets,TNBC
NCT03861403,sponsored_by,"Leap Therapeutics, Inc."
NCT03861403,has_status,TERMINATED
NCT03861403,tests,TRX518
TRX518,has_type,DRUG
TRX518,classified_as,OTHER
TRX518,targets,advanced metastatic castration-resistant prostate cancer
TRX518,targets,advanced triple negative breast cancer
TRX518,targets,solid tumors
TRX518,targets,advanced hormone receptor positive/endocrine refractory breast cancer
TRX518,targets,advanced platinum-resistant ovarian cancer
TRX518,targets,TNBC
NCT03861403,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,advanced metastatic castration-resistant prostate cancer
Cyclophosphamide,targets,advanced triple negative breast cancer
Cyclophosphamide,targets,solid tumors
Cyclophosphamide,targets,advanced hormone receptor positive/endocrine refractory breast cancer
Cyclophosphamide,targets,advanced platinum-resistant ovarian cancer
Cyclophosphamide,targets,TNBC
NCT03861403,tests,Avelumab
Avelumab,has_type,DRUG
Avelumab,classified_as,BIOLOGIC
Avelumab,targets,advanced metastatic castration-resistant prostate cancer
Avelumab,targets,advanced triple negative breast cancer
Avelumab,targets,solid tumors
Avelumab,targets,advanced hormone receptor positive/endocrine refractory breast cancer
Avelumab,targets,advanced platinum-resistant ovarian cancer
Avelumab,targets,TNBC
NCT06612203,sponsored_by,MedSIR
NCT06612203,has_status,RECRUITING
NCT06612203,tests,Debio 0123 and Sacituzumab govitecan
Debio 0123 and Sacituzumab govitecan,has_type,DRUG
Debio 0123 and Sacituzumab govitecan,classified_as,BIOLOGIC
Debio 0123 and Sacituzumab govitecan,targets,advanced breast cancer
NCT01587703,sponsored_by,GlaxoSmithKline
NCT01587703,has_status,COMPLETED
NCT01587703,tests,GSK525762
GSK525762,has_type,DRUG
GSK525762,classified_as,OTHER
GSK525762,targets,"carcinoma, midline"
NCT04059003,sponsored_by,Shengjing Hospital
NCT04059003,has_status,UNKNOWN
NCT04059003,tests,Taxanes or/and anthracycline-based therapy
Taxanes or/and anthracycline-based therapy,has_type,DRUG
Taxanes or/and anthracycline-based therapy,classified_as,CHEMICAL
Taxanes or/and anthracycline-based therapy,targets,breast neoplasms
NCT01351103,sponsored_by,Novartis Pharmaceuticals
NCT01351103,has_status,COMPLETED
NCT01351103,tests,LGK974
LGK974,has_type,DRUG
LGK974,classified_as,OTHER
LGK974,targets,melanoma
LGK974,targets,pancreatic cancer
LGK974,targets,head and neck squamous cell cancer
LGK974,targets,cervical squamous cell cancer
LGK974,targets,triple negative breast cancer
LGK974,targets,lung squamous cell cancer
LGK974,targets,braf mutant colorectal cancer
LGK974,targets,esophageal squamous cell cancer
LGK974,targets,TNBC
NCT01351103,tests,PDR001
PDR001,has_type,DRUG
PDR001,classified_as,OTHER
PDR001,targets,melanoma
PDR001,targets,pancreatic cancer
PDR001,targets,head and neck squamous cell cancer
PDR001,targets,cervical squamous cell cancer
PDR001,targets,triple negative breast cancer
PDR001,targets,lung squamous cell cancer
PDR001,targets,braf mutant colorectal cancer
PDR001,targets,esophageal squamous cell cancer
PDR001,targets,TNBC
NCT04980690,sponsored_by,"SUNHO（China）BioPharmaceutical CO., Ltd."
NCT04980690,has_status,RECRUITING
NCT04980690,tests,IBC0966
IBC0966,has_type,DRUG
IBC0966,classified_as,CHEMICAL
IBC0966,targets,advanced malignant tumors
NCT01467310,sponsored_by,UNC Lineberger Comprehensive Cancer Center
NCT01467310,has_status,COMPLETED
NCT01467310,tests,GSK1120212
GSK1120212,has_type,DRUG
GSK1120212,classified_as,OTHER
GSK1120212,targets,breast cancer
NCT04111510,sponsored_by,Yale University
NCT04111510,has_status,COMPLETED
NCT04111510,tests,Tumor infiltrating lymphocytes (TIL) LN-145
Tumor infiltrating lymphocytes (TIL) LN-145,has_type,DRUG
Tumor infiltrating lymphocytes (TIL) LN-145,classified_as,OTHER
Tumor infiltrating lymphocytes (TIL) LN-145,targets,metastatic triple negative breast cancer
Tumor infiltrating lymphocytes (TIL) LN-145,targets,TNBC
NCT05396612,sponsored_by,Abramson Cancer Center at Penn Medicine
NCT05396612,has_status,RECRUITING
NCT05396612,tests,Collection of personal health information from women treated at the University of Pennsylvania under an approved HIPAA waiver.
Collection of personal health information from women treated at the University of Pennsylvania under an approved HIPAA waiver.,has_type,DRUG
Collection of personal health information from women treated at the University of Pennsylvania under an approved HIPAA waiver.,classified_as,OTHER
Collection of personal health information from women treated at the University of Pennsylvania under an approved HIPAA waiver.,targets,breast cancer
Collection of personal health information from women treated at the University of Pennsylvania under an approved HIPAA waiver.,targets,her2-negative breast cancer
Collection of personal health information from women treated at the University of Pennsylvania under an approved HIPAA waiver.,targets,er positive breast cancer
Collection of personal health information from women treated at the University of Pennsylvania under an approved HIPAA waiver.,targets,tnbc - triple-negative breast cancer
Collection of personal health information from women treated at the University of Pennsylvania under an approved HIPAA waiver.,targets,TNBC
NCT03126110,sponsored_by,Incyte Biosciences International Sàrl
NCT03126110,has_status,COMPLETED
NCT03126110,tests,INCAGN01876
INCAGN01876,has_type,DRUG
INCAGN01876,classified_as,OTHER
INCAGN01876,targets,advanced malignancies
INCAGN01876,targets,metastatic cancer
NCT03126110,tests,Nivolumab
Nivolumab,has_type,DRUG
Nivolumab,classified_as,BIOLOGIC
Nivolumab,targets,advanced malignancies
Nivolumab,targets,metastatic cancer
NCT03126110,tests,Ipilimumab
Ipilimumab,has_type,DRUG
Ipilimumab,classified_as,BIOLOGIC
Ipilimumab,targets,advanced malignancies
Ipilimumab,targets,metastatic cancer
NCT06405295,sponsored_by,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT06405295,has_status,ENROLLING_BY_INVITATION
NCT06405295,tests,no intervention
no intervention,has_type,DRUG
no intervention,classified_as,OTHER
no intervention,targets,breast carcinoma
no intervention,targets,adjuvant drug therapy
no intervention,targets,brca mutation
NCT05390710,sponsored_by,Laekna Limited
NCT05390710,has_status,COMPLETED
NCT05390710,tests,LAE005 + Afuresertib + Nab-Paclitaxel
LAE005 + Afuresertib + Nab-Paclitaxel,has_type,DRUG
LAE005 + Afuresertib + Nab-Paclitaxel,classified_as,CHEMICAL
LAE005 + Afuresertib + Nab-Paclitaxel,targets,tnbc - triple-negative breast cancer
LAE005 + Afuresertib + Nab-Paclitaxel,targets,solid tumor
LAE005 + Afuresertib + Nab-Paclitaxel,targets,TNBC
NCT06627712,sponsored_by,West China Hospital
NCT06627712,has_status,NOT_YET_RECRUITING
NCT06627712,tests,SBRT+PD-1 Inhibitor + Chemotherapy
SBRT+PD-1 Inhibitor + Chemotherapy,has_type,DRUG
SBRT+PD-1 Inhibitor + Chemotherapy,classified_as,BIOLOGIC
SBRT+PD-1 Inhibitor + Chemotherapy,targets,tnbc - triple-negative breast cancer
SBRT+PD-1 Inhibitor + Chemotherapy,targets,TNBC
NCT06627712,tests,PD-1 Inhibitor + Chemotherapy
PD-1 Inhibitor + Chemotherapy,has_type,DRUG
PD-1 Inhibitor + Chemotherapy,classified_as,BIOLOGIC
PD-1 Inhibitor + Chemotherapy,targets,tnbc - triple-negative breast cancer
PD-1 Inhibitor + Chemotherapy,targets,TNBC
NCT03917381,sponsored_by,Genmab
NCT03917381,has_status,ACTIVE_NOT_RECRUITING
NCT03917381,tests,Acasunlimab
Acasunlimab,has_type,DRUG
Acasunlimab,classified_as,BIOLOGIC
Acasunlimab,targets,endometrial carcinoma
Acasunlimab,targets,non-small cell lung cancer
Acasunlimab,targets,urothelial carcinoma
Acasunlimab,targets,triple negative breast cancer
Acasunlimab,targets,solid tumors
Acasunlimab,targets,cervical cancer
Acasunlimab,targets,squamous cell carcinoma of the head and neck
Acasunlimab,targets,TNBC
NCT03917381,tests,Acasunlimab in combination with docetaxel (in a single expansion cohort)
Acasunlimab in combination with docetaxel (in a single expansion cohort),has_type,DRUG
Acasunlimab in combination with docetaxel (in a single expansion cohort),classified_as,BIOLOGIC
Acasunlimab in combination with docetaxel (in a single expansion cohort),targets,endometrial carcinoma
Acasunlimab in combination with docetaxel (in a single expansion cohort),targets,non-small cell lung cancer
Acasunlimab in combination with docetaxel (in a single expansion cohort),targets,urothelial carcinoma
Acasunlimab in combination with docetaxel (in a single expansion cohort),targets,triple negative breast cancer
Acasunlimab in combination with docetaxel (in a single expansion cohort),targets,solid tumors
Acasunlimab in combination with docetaxel (in a single expansion cohort),targets,cervical cancer
Acasunlimab in combination with docetaxel (in a single expansion cohort),targets,squamous cell carcinoma of the head and neck
Acasunlimab in combination with docetaxel (in a single expansion cohort),targets,TNBC
NCT03917381,tests,Acasunlimab in combination with pembrolizumab (in a separate expansion cohort)
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),has_type,DRUG
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),classified_as,BIOLOGIC
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),targets,endometrial carcinoma
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),targets,non-small cell lung cancer
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),targets,urothelial carcinoma
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),targets,triple negative breast cancer
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),targets,solid tumors
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),targets,cervical cancer
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),targets,squamous cell carcinoma of the head and neck
Acasunlimab in combination with pembrolizumab (in a separate expansion cohort),targets,TNBC
NCT03917381,tests,Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts)
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),has_type,DRUG
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),classified_as,BIOLOGIC
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),targets,endometrial carcinoma
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),targets,non-small cell lung cancer
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),targets,urothelial carcinoma
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),targets,triple negative breast cancer
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),targets,solid tumors
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),targets,cervical cancer
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),targets,squamous cell carcinoma of the head and neck
Acasunlimab in combination with pembrolizumab and standard chemotherapy (in separate expansion cohorts),targets,TNBC
NCT01698281,sponsored_by,AEterna Zentaris
NCT01698281,has_status,TERMINATED
NCT01698281,tests,AEZS-108
AEZS-108,has_type,DRUG
AEZS-108,classified_as,OTHER
AEZS-108,targets,breast cancer
NCT01698281,tests,SCCC
SCCC,has_type,DRUG
SCCC,classified_as,OTHER
SCCC,targets,breast cancer
NCT01698281,tests,Dexamethasone
Dexamethasone,has_type,DRUG
Dexamethasone,classified_as,OTHER
Dexamethasone,targets,breast cancer
NCT02427581,sponsored_by,Washington University School of Medicine
NCT02427581,has_status,WITHDRAWN
NCT02427581,tests,Personalized synthetic long peptide vaccine (Poly ICLC)
Personalized synthetic long peptide vaccine (Poly ICLC),has_type,DRUG
Personalized synthetic long peptide vaccine (Poly ICLC),classified_as,BIOLOGIC
Personalized synthetic long peptide vaccine (Poly ICLC),targets,triple negative breast neoplasms
Personalized synthetic long peptide vaccine (Poly ICLC),targets,triple-negative breast cancer
Personalized synthetic long peptide vaccine (Poly ICLC),targets,triple negative breast cancer
Personalized synthetic long peptide vaccine (Poly ICLC),targets,TNBC
NCT02427581,tests,Poly ICLC
Poly ICLC,has_type,DRUG
Poly ICLC,classified_as,OTHER
Poly ICLC,targets,triple negative breast neoplasms
Poly ICLC,targets,triple-negative breast cancer
Poly ICLC,targets,triple negative breast cancer
Poly ICLC,targets,TNBC
NCT03613181,sponsored_by,Angiochem Inc
NCT03613181,has_status,UNKNOWN
NCT03613181,tests,ANG1005
ANG1005,has_type,DRUG
ANG1005,classified_as,OTHER
ANG1005,targets,leptomeningeal carcinomatosis
ANG1005,targets,brain metastases
ANG1005,targets,her2-negative breast cancer
ANG1005,targets,leptomeningeal metastases
NCT03613181,tests,Physician's Best Choice
Physician's Best Choice,has_type,DRUG
Physician's Best Choice,classified_as,OTHER
Physician's Best Choice,targets,leptomeningeal carcinomatosis
Physician's Best Choice,targets,brain metastases
Physician's Best Choice,targets,her2-negative breast cancer
Physician's Best Choice,targets,leptomeningeal metastases
NCT02575781,sponsored_by,Sanofi
NCT02575781,has_status,COMPLETED
NCT02575781,tests,SAR428926
SAR428926,has_type,DRUG
SAR428926,classified_as,OTHER
SAR428926,targets,neoplasm malignant
NCT06636981,sponsored_by,Fudan University
NCT06636981,has_status,RECRUITING
NCT06636981,tests,Cohort2: ATRA+Toripalimab+TPC
Cohort2: ATRA+Toripalimab+TPC,has_type,DRUG
Cohort2: ATRA+Toripalimab+TPC,classified_as,BIOLOGIC
Cohort2: ATRA+Toripalimab+TPC,targets,triple negative breast cancer (tnbc)
Cohort2: ATRA+Toripalimab+TPC,targets,TNBC
NCT06636981,tests,Cohort1: ATRA+Toripalimab+chemo
Cohort1: ATRA+Toripalimab+chemo,has_type,DRUG
Cohort1: ATRA+Toripalimab+chemo,classified_as,BIOLOGIC
Cohort1: ATRA+Toripalimab+chemo,targets,triple negative breast cancer (tnbc)
Cohort1: ATRA+Toripalimab+chemo,targets,TNBC
NCT03369223,sponsored_by,Bristol-Myers Squibb
NCT03369223,has_status,COMPLETED
NCT03369223,tests,BMS-986249
BMS-986249,has_type,DRUG
BMS-986249,classified_as,OTHER
BMS-986249,targets,advanced cancer
NCT03369223,tests,Nivolumab
Nivolumab,has_type,DRUG
Nivolumab,classified_as,BIOLOGIC
Nivolumab,targets,advanced cancer
NCT03369223,tests,Ipilimumab
Ipilimumab,has_type,DRUG
Ipilimumab,classified_as,BIOLOGIC
Ipilimumab,targets,advanced cancer
NCT01889238,sponsored_by,Pfizer
NCT01889238,has_status,COMPLETED
NCT01889238,tests,Enzalutamide
Enzalutamide,has_type,DRUG
Enzalutamide,classified_as,OTHER
Enzalutamide,targets,"advanced, androgen receptor positive triple negative breast cancer"
Enzalutamide,targets,TNBC
NCT04501523,sponsored_by,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University
NCT04501523,has_status,RECRUITING
NCT04501523,tests,Tislelizumab
Tislelizumab,has_type,DRUG
Tislelizumab,classified_as,BIOLOGIC
Tislelizumab,targets,triple-negative breast cancer
Tislelizumab,targets,TNBC
NCT04501523,tests,capecitabine
capecitabine,has_type,DRUG
capecitabine,classified_as,CHEMICAL
capecitabine,targets,triple-negative breast cancer
capecitabine,targets,TNBC
NCT03752723,sponsored_by,"Genexine, Inc."
NCT03752723,has_status,COMPLETED
NCT03752723,tests,GX-I7
GX-I7,has_type,DRUG
GX-I7,classified_as,OTHER
GX-I7,targets,triple negative breast cancer
GX-I7,targets,TNBC
NCT03752723,tests,Pembrolizumab(KEYTRUDA®)
Pembrolizumab(KEYTRUDA®),has_type,DRUG
Pembrolizumab(KEYTRUDA®),classified_as,BIOLOGIC
Pembrolizumab(KEYTRUDA®),targets,triple negative breast cancer
Pembrolizumab(KEYTRUDA®),targets,TNBC
NCT03752723,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,triple negative breast cancer
Cyclophosphamide,targets,TNBC
NCT02779855,sponsored_by,H. Lee Moffitt Cancer Center and Research Institute
NCT02779855,has_status,ACTIVE_NOT_RECRUITING
NCT02779855,tests,Talimogene laherparepvec
Talimogene laherparepvec,has_type,DRUG
Talimogene laherparepvec,classified_as,OTHER
Talimogene laherparepvec,targets,breast cancer
Talimogene laherparepvec,targets,ductal carcinoma
Talimogene laherparepvec,targets,invasive breast carcinoma
Talimogene laherparepvec,targets,invasive ductal breast carcinoma
NCT02779855,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,breast cancer
Paclitaxel,targets,ductal carcinoma
Paclitaxel,targets,invasive breast carcinoma
Paclitaxel,targets,invasive ductal breast carcinoma
NCT02259114,sponsored_by,"Oncoethix GmbH, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)"
NCT02259114,has_status,COMPLETED
NCT02259114,tests,Birabresib
Birabresib,has_type,DRUG
Birabresib,classified_as,CHEMICAL
Birabresib,targets,nut midline carcinoma
Birabresib,targets,triple negative breast cancer
Birabresib,targets,pancreatic ductal adenocarcinoma
Birabresib,targets,castrate-resistant prostate cancer
Birabresib,targets,non-small cell lung cancer with rearranged alk gene/fusion protein or kras mutation
Birabresib,targets,crpc
Birabresib,targets,TNBC
NCT05309655,sponsored_by,Duke University
NCT05309655,has_status,RECRUITING
NCT05309655,tests,Adenosine Stress Cardiac Magnetic Resonance Imaging
Adenosine Stress Cardiac Magnetic Resonance Imaging,has_type,DRUG
Adenosine Stress Cardiac Magnetic Resonance Imaging,classified_as,OTHER
Adenosine Stress Cardiac Magnetic Resonance Imaging,targets,breast cancer
Adenosine Stress Cardiac Magnetic Resonance Imaging,targets,cardiovascular complications
Adenosine Stress Cardiac Magnetic Resonance Imaging,targets,triple negative breast cancer
Adenosine Stress Cardiac Magnetic Resonance Imaging,targets,TNBC
NCT05309655,tests,Electrocardiogram
Electrocardiogram,has_type,DRUG
Electrocardiogram,classified_as,OTHER
Electrocardiogram,targets,breast cancer
Electrocardiogram,targets,cardiovascular complications
Electrocardiogram,targets,triple negative breast cancer
Electrocardiogram,targets,TNBC
NCT05309655,tests,Computed Tomography Angiogram
Computed Tomography Angiogram,has_type,DRUG
Computed Tomography Angiogram,classified_as,OTHER
Computed Tomography Angiogram,targets,breast cancer
Computed Tomography Angiogram,targets,cardiovascular complications
Computed Tomography Angiogram,targets,triple negative breast cancer
Computed Tomography Angiogram,targets,TNBC
NCT05309655,tests,Laboratory Testing
Laboratory Testing,has_type,DRUG
Laboratory Testing,classified_as,OTHER
